Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
21,Rarely,Research & Development,21,2,Marketing,4,Male,4,Laboratory Technician,4,Married,11568,9,No,16,2,2,2,18,1,3,25,4,2,12,No
31,Frequently,Sales,22,2,Life Sciences,4,Female,1,Laboratory Technician,4,Married,6091,7,No,13,2,3,0,24,3,1,17,10,8,6,No
58,Frequently,Human Resources,14,3,Marketing,4,Male,1,Research Scientist,4,Divorced,3121,1,Yes,22,1,2,2,38,0,1,20,13,13,6,No
25,Non-Travel,Research & Development,26,3,Marketing,4,Female,2,Research Scientist,3,Divorced,18037,1,Yes,11,3,2,0,24,0,3,25,11,1,3,No
31,Rarely,Research & Development,29,1,Life Sciences,2,Male,2,Manager,2,Divorced,15952,3,No,23,1,1,0,29,2,3,21,12,11,15,No
39,Frequently,Human Resources,16,4,Technical Degree,2,Male,5,Sales Executive,1,Divorced,1600,5,No,23,4,2,0,22,3,1,3,17,1,4,No
54,Rarely,Research & Development,29,1,Technical Degree,3,Female,4,Research Scientist,4,Single,9849,3,No,16,1,2,2,26,3,3,18,12,7,12,No
40,Frequently,Research & Development,5,2,Medical,1,Male,2,Manager,3,Divorced,16636,5,Yes,15,4,2,0,19,5,1,23,1,9,16,No
56,Frequently,Sales,15,4,Medical,3,Male,5,Laboratory Technician,1,Divorced,8361,4,Yes,10,2,4,2,1,3,4,31,4,8,2,No
43,Rarely,Sales,7,2,Technical Degree,3,Female,3,Human Resources,3,Married,1339,1,No,16,2,3,2,19,0,2,30,10,3,3,No
33,Frequently,Human Resources,5,2,Medical,2,Female,2,Research Scientist,2,Married,19528,2,No,18,3,3,1,21,1,1,10,4,6,15,No
42,Frequently,Human Resources,1,2,Medical,4,Male,1,Human Resources,4,Single,10580,3,Yes,16,1,3,2,18,0,3,18,11,13,4,No
58,Frequently,Sales,26,4,Marketing,2,Male,2,Manager,4,Divorced,3118,2,Yes,14,1,1,1,8,1,4,22,2,12,7,No
55,Non-Travel,Human Resources,10,4,Medical,2,Male,2,Research Scientist,2,Married,14440,8,No,21,1,4,2,23,5,2,20,3,2,2,No
49,Frequently,Research & Development,17,3,Life Sciences,1,Male,3,Manager,3,Divorced,14091,0,Yes,21,4,1,1,18,5,4,19,11,1,11,Yes
50,Frequently,Research & Development,22,3,Marketing,2,Male,1,Human Resources,3,Married,11627,5,Yes,21,3,2,0,21,2,3,8,11,0,8,No
56,Non-Travel,Human Resources,7,2,Marketing,2,Male,1,Manager,4,Married,15008,6,Yes,10,4,2,0,37,3,1,8,17,11,4,No
42,Rarely,Sales,11,1,Life Sciences,4,Male,1,Sales Executive,2,Divorced,10886,7,Yes,23,4,1,2,11,0,3,22,3,13,11,No
42,Non-Travel,Sales,6,2,Marketing,3,Male,3,Research Scientist,2,Single,18587,1,No,18,1,1,2,5,2,1,31,10,9,19,No
47,Rarely,Research & Development,13,4,Other,4,Female,3,Laboratory Technician,3,Married,1518,4,No,15,1,1,0,36,0,4,17,17,12,17,No
36,Frequently,Human Resources,24,1,Medical,4,Female,5,Research Scientist,1,Divorced,10497,3,Yes,24,1,1,1,4,2,3,21,17,3,14,Yes
57,Frequently,Sales,13,1,Medical,1,Female,3,Sales Executive,3,Married,18473,1,No,23,2,1,0,3,4,3,13,13,13,7,No
47,Frequently,Human Resources,18,4,Medical,3,Female,4,Manager,2,Married,10740,1,Yes,10,2,1,0,31,4,1,8,0,6,6,No
49,Rarely,Sales,5,3,Other,3,Female,3,Human Resources,4,Married,4114,1,No,19,3,1,2,19,4,3,34,13,0,12,No
26,Non-Travel,Research & Development,9,1,Technical Degree,4,Female,5,Human Resources,1,Married,14347,5,Yes,23,1,1,1,23,4,1,19,7,6,6,No
33,Frequently,Human Resources,12,4,Medical,2,Male,2,Manager,2,Married,10204,3,Yes,20,4,4,0,18,3,3,16,4,4,6,No
21,Rarely,Human Resources,14,3,Medical,1,Male,4,Human Resources,3,Divorced,1094,5,No,17,3,4,1,8,2,3,0,3,1,15,No
19,Frequently,Research & Development,13,4,Other,1,Male,3,Research Scientist,1,Married,15755,5,No,22,4,4,2,1,1,4,4,18,0,18,No
47,Frequently,Research & Development,6,4,Technical Degree,1,Female,1,Sales Executive,2,Single,18153,8,No,18,2,4,2,7,0,2,27,18,5,8,No
41,Rarely,Human Resources,23,1,Medical,4,Female,4,Sales Executive,1,Divorced,6932,3,Yes,13,2,2,2,9,1,1,28,18,4,8,No
35,Non-Travel,Human Resources,29,3,Medical,1,Female,2,Sales Executive,3,Single,2320,2,Yes,23,4,3,2,33,2,2,7,7,9,0,No
44,Frequently,Sales,16,2,Medical,4,Female,3,Sales Executive,3,Divorced,9469,4,Yes,10,2,2,0,1,0,2,11,15,1,16,No
25,Rarely,Research & Development,26,1,Medical,3,Male,4,Human Resources,2,Married,9724,0,No,20,3,2,0,1,3,3,5,6,14,15,No
37,Non-Travel,Sales,14,1,Technical Degree,2,Male,5,Manager,4,Married,12750,4,Yes,21,3,3,1,34,2,3,16,2,7,14,No
41,Rarely,Research & Development,29,1,Life Sciences,3,Male,4,Human Resources,4,Divorced,14568,9,No,16,4,4,1,32,5,3,23,7,11,6,Yes
50,Rarely,Human Resources,7,4,Medical,3,Male,5,Research Scientist,2,Married,11590,6,Yes,17,4,2,1,16,5,4,11,10,9,7,No
39,Rarely,Sales,8,2,Technical Degree,2,Male,5,Human Resources,3,Single,12465,9,No,23,3,1,0,34,2,3,20,12,6,4,Yes
59,Rarely,Human Resources,16,3,Life Sciences,3,Male,5,Sales Executive,2,Divorced,11547,2,Yes,11,3,4,1,3,0,1,13,13,1,13,No
40,Rarely,Human Resources,26,3,Marketing,3,Female,2,Laboratory Technician,1,Single,2607,8,No,22,1,1,2,19,0,1,18,11,7,4,No
22,Rarely,Sales,6,3,Medical,4,Female,2,Manager,4,Married,12350,5,No,12,3,1,1,33,0,4,22,0,8,12,No
40,Non-Travel,Sales,15,3,Life Sciences,1,Male,1,Human Resources,2,Single,10327,4,Yes,24,2,4,1,23,1,4,10,13,5,8,Yes
50,Non-Travel,Research & Development,8,3,Marketing,1,Male,2,Human Resources,3,Single,9330,8,Yes,22,1,4,0,34,5,4,34,15,2,4,Yes
21,Non-Travel,Sales,5,3,Life Sciences,1,Male,3,Research Scientist,4,Divorced,15990,9,Yes,20,1,4,2,22,2,3,2,8,4,6,Yes
40,Frequently,Human Resources,22,4,Other,2,Male,3,Human Resources,1,Single,3035,3,Yes,11,1,1,2,3,4,4,28,8,2,3,No
42,Rarely,Human Resources,20,4,Medical,3,Female,3,Research Scientist,1,Divorced,17336,3,No,14,2,4,2,5,5,4,13,9,8,0,No
28,Rarely,Sales,4,1,Technical Degree,1,Female,4,Human Resources,3,Married,5185,5,Yes,22,2,3,1,33,2,2,13,4,14,11,Yes
18,Frequently,Research & Development,6,1,Life Sciences,3,Female,3,Human Resources,4,Divorced,11306,2,Yes,20,4,3,0,11,0,2,22,6,12,5,Yes
56,Rarely,Sales,15,2,Other,4,Female,1,Human Resources,1,Married,19799,4,No,22,1,3,1,35,5,1,2,11,1,8,Yes
47,Non-Travel,Sales,10,1,Other,3,Male,3,Sales Executive,3,Single,4665,2,No,12,4,1,1,0,4,4,3,6,0,10,Yes
46,Non-Travel,Sales,12,3,Other,4,Female,2,Laboratory Technician,4,Married,12632,6,No,16,2,4,0,18,0,4,24,14,6,11,Yes
59,Non-Travel,Sales,11,3,Life Sciences,2,Male,3,Research Scientist,3,Divorced,7629,8,Yes,10,3,4,1,16,1,4,25,5,0,15,No
47,Non-Travel,Human Resources,7,1,Medical,2,Male,5,Research Scientist,2,Single,4048,9,Yes,19,2,2,2,0,4,4,17,7,14,14,Yes
21,Non-Travel,Research & Development,23,1,Life Sciences,4,Female,3,Sales Executive,4,Married,13416,6,No,21,4,3,0,23,3,4,14,12,3,4,No
42,Rarely,Research & Development,28,3,Life Sciences,1,Female,5,Laboratory Technician,4,Divorced,16907,1,Yes,11,3,1,1,36,3,3,18,11,7,6,No
35,Non-Travel,Sales,12,4,Life Sciences,4,Male,3,Manager,1,Divorced,13835,2,No,17,3,2,1,32,5,4,1,19,14,15,No
54,Rarely,Human Resources,13,1,Life Sciences,1,Male,2,Human Resources,3,Single,9053,2,No,20,2,4,2,11,3,2,29,14,14,7,No
22,Non-Travel,Research & Development,20,4,Medical,3,Male,5,Research Scientist,3,Married,7613,3,No,21,2,2,0,15,1,3,5,0,0,8,Yes
34,Frequently,Research & Development,17,3,Technical Degree,1,Male,3,Research Scientist,4,Married,13176,8,No,21,1,2,0,27,0,2,23,14,1,9,No
46,Frequently,Research & Development,10,3,Medical,4,Male,4,Sales Executive,1,Married,4731,9,Yes,19,1,4,2,37,4,4,12,18,8,17,No
45,Non-Travel,Sales,25,2,Medical,3,Male,3,Research Scientist,3,Divorced,18061,0,No,20,4,1,1,33,4,2,24,14,4,13,No
54,Non-Travel,Human Resources,6,3,Technical Degree,3,Female,5,Sales Executive,4,Married,19922,8,Yes,19,2,2,1,17,5,2,26,9,1,2,No
59,Non-Travel,Sales,3,4,Life Sciences,1,Female,4,Human Resources,4,Divorced,3652,3,No,20,4,1,0,20,0,4,21,7,6,17,No
52,Rarely,Human Resources,6,3,Technical Degree,4,Female,3,Manager,4,Single,3846,4,Yes,19,4,2,0,22,2,1,23,12,9,14,No
20,Frequently,Research & Development,15,2,Other,1,Male,5,Sales Executive,2,Single,4712,0,No,12,2,2,0,30,4,2,19,0,10,10,No
50,Rarely,Sales,6,4,Life Sciences,3,Male,3,Research Scientist,3,Divorced,4545,9,Yes,19,1,4,0,37,2,2,8,14,14,14,No
23,Frequently,Sales,26,4,Marketing,2,Female,1,Sales Executive,2,Divorced,16720,5,No,14,1,1,0,28,3,2,25,9,13,13,Yes
18,Rarely,Sales,10,3,Technical Degree,4,Male,3,Laboratory Technician,3,Married,19066,2,Yes,17,4,2,2,22,3,4,10,10,9,14,No
51,Non-Travel,Research & Development,12,4,Marketing,2,Male,5,Laboratory Technician,2,Single,3046,2,No,24,1,2,1,13,5,3,1,9,3,11,Yes
50,Frequently,Research & Development,22,4,Life Sciences,3,Female,3,Laboratory Technician,4,Divorced,13942,2,No,12,3,4,2,32,2,2,0,14,2,13,No
46,Rarely,Research & Development,11,2,Medical,1,Male,1,Sales Executive,4,Divorced,14869,9,Yes,19,2,1,2,10,1,2,16,8,8,13,No
42,Frequently,Research & Development,22,3,Medical,1,Female,5,Manager,2,Married,16132,8,Yes,19,2,4,0,19,3,4,34,0,1,10,No
28,Non-Travel,Research & Development,11,3,Technical Degree,3,Male,2,Laboratory Technician,2,Single,19383,2,Yes,11,1,1,1,38,4,3,12,16,2,1,No
46,Non-Travel,Research & Development,19,3,Medical,1,Male,2,Sales Executive,2,Married,15735,8,No,14,3,4,2,15,3,4,34,10,12,14,No
44,Frequently,Human Resources,8,4,Technical Degree,1,Female,2,Human Resources,4,Single,15684,7,No,12,1,1,2,27,4,2,24,13,0,5,No
40,Rarely,Research & Development,16,4,Other,4,Male,5,Manager,1,Divorced,17754,3,Yes,10,2,2,0,32,4,4,18,15,14,5,No
46,Rarely,Human Resources,23,4,Marketing,2,Female,1,Manager,4,Divorced,14257,3,Yes,23,2,1,0,24,2,2,6,3,9,2,Yes
20,Frequently,Research & Development,7,3,Medical,2,Female,3,Sales Executive,1,Married,19940,4,No,23,4,2,1,17,1,1,33,1,5,14,No
48,Rarely,Research & Development,23,1,Life Sciences,1,Female,3,Human Resources,2,Married,12729,1,Yes,13,4,2,0,30,3,1,32,2,9,15,No
34,Frequently,Sales,16,2,Other,1,Female,2,Research Scientist,2,Divorced,19348,0,No,13,3,4,0,33,4,4,27,9,1,11,Yes
39,Rarely,Research & Development,17,2,Marketing,2,Female,3,Manager,2,Single,18333,6,Yes,20,2,4,2,23,1,2,17,10,5,9,Yes
53,Non-Travel,Research & Development,16,3,Technical Degree,1,Female,1,Laboratory Technician,4,Divorced,5257,9,Yes,10,4,4,2,4,5,3,26,1,11,18,No
38,Non-Travel,Sales,24,4,Technical Degree,1,Male,5,Human Resources,1,Divorced,5221,3,Yes,16,1,3,1,11,5,2,28,18,2,13,No
50,Non-Travel,Research & Development,29,4,Medical,3,Male,2,Research Scientist,1,Single,4766,0,Yes,22,3,4,1,35,5,3,4,19,12,0,No
51,Frequently,Human Resources,26,1,Technical Degree,3,Female,2,Manager,2,Single,3964,4,No,24,4,1,0,17,2,2,28,19,7,12,No
46,Rarely,Human Resources,1,4,Other,1,Female,1,Sales Executive,4,Married,9594,4,Yes,16,3,4,2,20,1,1,27,9,8,6,No
29,Frequently,Research & Development,19,2,Other,4,Female,1,Research Scientist,3,Divorced,8626,7,Yes,13,2,2,1,39,2,2,18,12,5,6,Yes
30,Non-Travel,Human Resources,10,3,Medical,1,Male,4,Research Scientist,3,Single,19262,5,Yes,11,4,4,0,28,0,2,21,1,6,9,Yes
29,Rarely,Human Resources,23,3,Medical,2,Female,3,Manager,1,Single,17838,7,No,14,3,1,1,1,4,2,16,8,7,16,No
46,Frequently,Human Resources,26,3,Technical Degree,2,Male,1,Human Resources,2,Divorced,8418,2,No,22,3,2,0,34,4,4,21,6,11,6,No
53,Non-Travel,Human Resources,22,4,Life Sciences,3,Male,3,Laboratory Technician,2,Married,10745,2,Yes,18,1,4,2,21,3,1,31,10,4,11,No
50,Non-Travel,Human Resources,15,4,Life Sciences,1,Female,4,Sales Executive,2,Married,16819,9,No,12,1,3,1,21,3,3,6,0,10,12,No
57,Rarely,Research & Development,13,3,Medical,4,Female,5,Manager,3,Divorced,1047,0,Yes,19,2,2,1,3,0,4,34,4,12,2,Yes
46,Frequently,Human Resources,22,4,Medical,2,Male,2,Sales Executive,4,Married,8054,9,No,16,2,4,0,36,1,2,29,1,12,12,Yes
39,Non-Travel,Human Resources,10,4,Marketing,4,Male,3,Research Scientist,4,Single,9669,0,Yes,18,2,2,2,8,0,4,22,12,5,17,No
23,Non-Travel,Sales,28,3,Marketing,3,Male,3,Human Resources,1,Single,19688,2,Yes,14,4,4,0,29,0,1,34,17,10,16,No
29,Frequently,Human Resources,14,2,Life Sciences,4,Female,4,Laboratory Technician,1,Married,5971,8,Yes,14,4,1,0,12,3,1,33,6,9,18,Yes
40,Non-Travel,Sales,15,2,Other,4,Female,5,Human Resources,1,Single,11118,9,Yes,14,4,2,0,37,1,3,2,11,3,2,Yes
53,Frequently,Sales,26,3,Life Sciences,4,Male,5,Human Resources,1,Married,6524,7,No,23,4,2,0,10,5,2,18,8,8,2,No
36,Rarely,Sales,26,4,Medical,3,Female,1,Research Scientist,3,Married,16697,3,Yes,12,4,4,1,32,4,4,3,14,1,0,No
42,Rarely,Human Resources,28,1,Technical Degree,4,Male,4,Manager,1,Divorced,12723,1,No,16,4,4,2,29,2,1,21,1,13,10,No
28,Non-Travel,Research & Development,21,3,Life Sciences,2,Male,1,Human Resources,3,Divorced,17802,7,Yes,22,1,1,1,23,2,3,34,10,12,9,No
47,Rarely,Research & Development,25,2,Medical,3,Male,2,Sales Executive,4,Single,15178,0,No,18,2,2,1,36,5,1,10,2,6,10,No
22,Rarely,Research & Development,6,1,Technical Degree,1,Male,2,Manager,2,Married,11145,2,No,18,2,2,2,2,1,4,10,16,14,8,Yes
26,Frequently,Sales,16,4,Technical Degree,1,Male,2,Manager,2,Married,17992,6,Yes,11,3,4,1,8,2,3,11,14,4,7,No
22,Non-Travel,Sales,27,3,Other,2,Male,4,Research Scientist,1,Divorced,18401,8,No,11,3,4,2,35,2,4,2,19,3,17,No
39,Non-Travel,Research & Development,1,4,Other,3,Female,2,Laboratory Technician,4,Married,9990,8,No,14,3,1,2,11,0,1,22,18,2,4,Yes
44,Rarely,Sales,10,2,Other,4,Male,5,Laboratory Technician,4,Married,6095,5,Yes,13,4,1,0,38,4,3,28,10,13,7,No
56,Non-Travel,Human Resources,29,3,Technical Degree,3,Male,3,Sales Executive,1,Married,11934,3,Yes,18,3,1,2,34,3,2,10,19,4,1,No
26,Rarely,Research & Development,6,3,Medical,1,Female,2,Human Resources,3,Single,16234,4,No,10,3,1,0,21,2,2,3,7,1,3,No
50,Frequently,Research & Development,26,1,Marketing,3,Female,3,Human Resources,1,Married,8350,4,No,18,2,3,1,35,0,4,32,14,2,5,Yes
53,Rarely,Human Resources,26,1,Marketing,2,Female,5,Human Resources,1,Divorced,16634,2,Yes,13,1,3,1,12,3,3,34,11,5,14,No
40,Frequently,Human Resources,16,1,Marketing,4,Male,1,Sales Executive,2,Married,2561,5,No,16,1,4,0,10,4,3,29,16,11,15,No
18,Non-Travel,Research & Development,10,3,Life Sciences,4,Female,4,Sales Executive,1,Single,3926,9,No,21,2,1,2,0,5,3,4,15,11,4,Yes
50,Non-Travel,Human Resources,19,3,Technical Degree,1,Male,2,Laboratory Technician,4,Married,17457,1,Yes,20,2,4,0,7,5,4,4,12,2,3,Yes
48,Frequently,Research & Development,26,3,Life Sciences,4,Female,5,Laboratory Technician,1,Divorced,11432,9,Yes,23,1,1,0,11,4,1,14,16,13,9,Yes
50,Non-Travel,Human Resources,5,1,Marketing,4,Female,2,Manager,1,Divorced,13925,2,Yes,23,3,3,2,23,5,3,29,11,14,12,No
54,Rarely,Human Resources,18,3,Technical Degree,1,Male,2,Sales Executive,2,Single,16796,0,No,14,4,3,2,29,3,1,29,15,9,14,No
51,Frequently,Human Resources,6,1,Technical Degree,2,Male,3,Human Resources,3,Married,7441,6,Yes,24,4,4,2,36,0,1,1,2,7,11,No
51,Non-Travel,Research & Development,23,4,Technical Degree,2,Female,4,Research Scientist,2,Divorced,6855,0,Yes,21,2,2,0,37,2,4,2,10,7,3,No
55,Frequently,Human Resources,29,4,Other,2,Male,3,Research Scientist,3,Divorced,12479,7,No,10,3,4,1,21,4,1,28,6,9,17,No
56,Non-Travel,Sales,2,1,Life Sciences,1,Female,3,Laboratory Technician,4,Married,16318,9,No,20,1,4,2,34,0,3,1,13,9,9,No
52,Rarely,Sales,27,1,Life Sciences,2,Male,4,Laboratory Technician,1,Married,6235,6,No,11,3,4,1,21,3,1,5,2,2,1,No
43,Non-Travel,Sales,8,3,Life Sciences,4,Male,3,Research Scientist,2,Married,8617,1,No,15,4,4,0,30,1,3,2,10,12,16,No
29,Frequently,Sales,16,2,Marketing,4,Male,1,Laboratory Technician,1,Married,11027,5,No,14,2,3,2,39,4,1,17,2,3,18,Yes
52,Non-Travel,Sales,28,3,Marketing,2,Female,3,Sales Executive,1,Married,9486,3,Yes,12,1,4,0,13,2,2,1,10,14,6,No
47,Frequently,Sales,15,2,Technical Degree,4,Male,3,Human Resources,4,Divorced,6465,8,Yes,13,4,2,1,0,2,2,8,9,12,12,No
53,Frequently,Sales,6,3,Technical Degree,2,Male,2,Manager,2,Married,3737,9,Yes,10,1,4,1,36,4,4,32,14,3,19,Yes
51,Frequently,Sales,8,4,Technical Degree,3,Male,2,Sales Executive,2,Married,14418,2,Yes,19,1,4,2,10,2,1,1,15,3,8,No
31,Non-Travel,Research & Development,12,2,Other,3,Female,3,Laboratory Technician,1,Single,1938,7,Yes,20,3,4,1,27,3,4,15,15,3,15,No
37,Frequently,Sales,27,4,Marketing,3,Male,3,Laboratory Technician,3,Married,14349,1,Yes,13,2,2,1,8,0,4,22,6,3,10,No
41,Frequently,Human Resources,26,4,Life Sciences,2,Male,1,Laboratory Technician,2,Married,14368,7,No,16,4,2,1,6,1,1,22,0,11,13,No
41,Frequently,Sales,11,1,Other,4,Female,2,Human Resources,4,Single,16819,0,Yes,22,2,2,2,21,0,1,18,8,8,12,Yes
54,Frequently,Sales,28,4,Marketing,4,Female,2,Sales Executive,3,Married,6397,9,Yes,23,1,1,0,13,4,4,16,8,13,11,No
32,Rarely,Human Resources,2,3,Life Sciences,4,Male,5,Sales Executive,1,Married,12284,1,No,20,3,2,2,4,3,3,11,7,8,3,No
36,Frequently,Sales,22,3,Life Sciences,2,Female,3,Research Scientist,2,Divorced,13420,5,No,21,3,4,1,26,3,3,32,0,2,9,Yes
43,Frequently,Sales,10,3,Other,3,Male,5,Manager,2,Single,11158,3,Yes,23,3,2,0,2,2,4,3,5,0,19,No
38,Rarely,Human Resources,5,2,Marketing,3,Male,3,Laboratory Technician,2,Divorced,13563,6,Yes,12,3,2,1,10,5,2,11,19,8,8,No
46,Frequently,Research & Development,29,2,Technical Degree,1,Female,2,Human Resources,2,Single,7659,8,No,23,1,1,2,13,1,4,13,1,12,1,No
32,Rarely,Sales,8,4,Life Sciences,4,Female,3,Laboratory Technician,1,Married,12084,9,Yes,14,4,3,1,21,3,3,19,8,8,8,No
44,Rarely,Sales,28,3,Marketing,3,Male,1,Manager,4,Single,4970,2,No,12,1,3,1,8,2,2,3,8,11,2,No
57,Frequently,Human Resources,22,2,Medical,4,Female,3,Sales Executive,4,Divorced,12936,1,Yes,15,1,3,0,9,5,2,3,12,6,15,Yes
43,Rarely,Sales,3,1,Medical,1,Male,4,Manager,2,Single,8385,8,Yes,10,1,3,0,34,2,4,20,19,5,5,No
28,Non-Travel,Sales,23,3,Life Sciences,1,Male,4,Sales Executive,1,Divorced,10623,8,No,24,2,1,2,10,1,2,16,19,5,2,No
42,Non-Travel,Human Resources,3,3,Marketing,2,Male,4,Laboratory Technician,4,Single,18927,1,Yes,13,3,1,1,23,5,1,19,0,5,8,No
50,Frequently,Sales,11,3,Other,1,Female,2,Manager,3,Single,4674,5,No,22,2,2,2,26,0,2,6,1,4,6,No
59,Frequently,Sales,6,2,Medical,1,Male,1,Sales Executive,3,Married,16701,2,No,18,3,1,0,23,4,4,13,1,5,18,Yes
36,Non-Travel,Sales,3,3,Other,4,Male,2,Sales Executive,4,Married,18632,3,Yes,16,3,4,1,3,5,2,16,5,7,12,No
42,Rarely,Sales,17,4,Life Sciences,3,Female,5,Manager,1,Married,11918,6,Yes,13,4,1,1,5,0,4,0,4,1,15,Yes
58,Non-Travel,Human Resources,13,1,Other,4,Female,3,Human Resources,4,Married,10200,3,Yes,12,4,2,1,15,3,1,9,9,13,19,No
47,Non-Travel,Research & Development,24,1,Technical Degree,3,Male,3,Laboratory Technician,3,Divorced,6462,2,No,11,1,3,1,34,3,4,0,8,5,3,No
45,Rarely,Research & Development,8,2,Other,1,Male,2,Laboratory Technician,1,Married,2250,9,No,15,3,4,2,27,2,4,1,12,2,0,No
53,Rarely,Sales,28,3,Medical,1,Male,2,Sales Executive,3,Married,4607,5,Yes,17,2,1,2,34,3,1,7,2,9,2,Yes
55,Rarely,Human Resources,26,1,Marketing,3,Male,2,Manager,2,Divorced,17444,0,No,19,2,4,1,34,2,4,2,9,0,12,No
48,Rarely,Human Resources,15,2,Technical Degree,2,Female,3,Laboratory Technician,2,Divorced,17560,8,Yes,14,4,4,1,0,3,1,4,0,0,6,No
53,Frequently,Human Resources,22,4,Other,3,Male,2,Sales Executive,3,Single,14347,8,Yes,22,2,4,2,7,5,1,5,4,4,10,No
29,Non-Travel,Human Resources,24,2,Technical Degree,4,Female,1,Research Scientist,1,Divorced,5693,8,No,11,2,1,0,29,1,3,27,18,2,16,No
52,Non-Travel,Research & Development,23,3,Life Sciences,2,Female,4,Laboratory Technician,1,Divorced,16791,8,No,10,1,4,2,27,1,3,5,17,7,9,No
23,Rarely,Human Resources,16,4,Marketing,4,Male,5,Sales Executive,4,Married,12154,8,Yes,12,1,2,1,39,3,2,7,15,14,8,No
21,Frequently,Sales,21,2,Marketing,2,Female,4,Laboratory Technician,4,Single,5111,9,Yes,13,2,2,0,39,4,1,4,1,10,12,No
46,Non-Travel,Sales,17,2,Life Sciences,3,Female,4,Research Scientist,1,Divorced,19581,7,No,14,1,4,2,27,0,2,8,13,1,11,No
38,Non-Travel,Sales,18,4,Technical Degree,2,Female,2,Manager,1,Married,3995,1,No,17,2,4,0,9,3,3,12,5,7,6,No
23,Frequently,Human Resources,4,2,Other,4,Male,5,Research Scientist,2,Single,14249,0,No,21,2,1,0,28,3,2,8,16,4,5,Yes
42,Non-Travel,Sales,17,3,Technical Degree,4,Male,3,Human Resources,2,Single,15135,9,Yes,10,4,2,0,36,2,1,11,18,7,2,No
37,Frequently,Sales,17,3,Technical Degree,1,Female,5,Research Scientist,2,Single,16302,9,No,15,2,3,2,20,4,3,24,4,5,2,No
52,Frequently,Human Resources,27,4,Medical,2,Female,5,Laboratory Technician,4,Married,13219,8,No,10,4,2,2,37,1,3,26,14,4,10,No
45,Rarely,Sales,18,2,Technical Degree,2,Female,5,Sales Executive,2,Divorced,16517,5,No,11,2,2,0,5,5,3,18,6,5,10,No
20,Frequently,Research & Development,26,2,Other,3,Male,3,Laboratory Technician,1,Single,16701,6,No,10,4,3,1,3,3,2,0,3,14,10,No
54,Frequently,Human Resources,9,3,Technical Degree,1,Male,1,Laboratory Technician,1,Single,19440,9,No,24,1,1,1,18,5,2,12,10,13,13,No
37,Non-Travel,Research & Development,28,2,Marketing,2,Male,3,Laboratory Technician,1,Divorced,12386,8,No,20,3,1,2,12,0,1,14,9,2,9,Yes
19,Frequently,Research & Development,13,2,Medical,1,Male,1,Sales Executive,1,Divorced,15030,6,Yes,10,2,1,1,18,4,4,21,10,14,0,Yes
38,Non-Travel,Sales,12,3,Marketing,2,Female,5,Manager,4,Single,18533,1,Yes,23,2,3,0,11,4,2,24,2,13,6,No
31,Frequently,Human Resources,27,3,Life Sciences,4,Female,1,Research Scientist,2,Married,13057,3,Yes,24,3,3,1,8,2,2,19,15,0,8,No
34,Frequently,Sales,26,1,Life Sciences,2,Female,1,Sales Executive,3,Divorced,8687,5,No,23,1,3,2,4,4,1,6,19,13,1,No
43,Non-Travel,Sales,2,3,Life Sciences,3,Female,4,Sales Executive,1,Single,2486,2,Yes,13,2,4,1,31,5,2,30,19,4,0,No
26,Frequently,Sales,17,3,Technical Degree,3,Male,5,Research Scientist,1,Divorced,19260,5,Yes,20,3,4,0,17,1,3,3,0,13,5,No
53,Frequently,Human Resources,6,2,Medical,4,Male,4,Research Scientist,3,Married,16554,4,Yes,19,2,3,0,10,0,4,26,18,9,15,No
43,Frequently,Sales,24,1,Life Sciences,3,Male,3,Human Resources,3,Married,14601,7,No,15,4,3,2,20,0,1,10,4,4,7,No
37,Non-Travel,Human Resources,11,1,Life Sciences,3,Male,4,Manager,3,Married,15466,8,Yes,22,4,2,1,9,5,2,27,19,2,8,No
34,Rarely,Human Resources,20,1,Life Sciences,4,Female,2,Manager,1,Single,4276,8,Yes,12,3,2,1,23,5,4,28,10,6,19,No
53,Non-Travel,Sales,16,1,Other,4,Male,2,Laboratory Technician,4,Married,19883,2,Yes,11,2,3,2,20,3,4,10,10,14,4,No
38,Non-Travel,Sales,27,4,Medical,4,Male,5,Research Scientist,2,Married,15846,5,No,21,1,1,0,10,5,3,8,0,2,10,No
24,Frequently,Research & Development,25,2,Life Sciences,1,Male,2,Laboratory Technician,1,Single,13606,7,Yes,13,2,2,0,35,5,3,24,0,6,1,No
21,Non-Travel,Research & Development,26,2,Life Sciences,3,Female,5,Laboratory Technician,1,Single,1653,5,No,22,2,3,1,16,1,4,14,16,11,9,No
39,Non-Travel,Research & Development,7,1,Technical Degree,4,Male,4,Sales Executive,3,Married,1473,4,No,23,3,3,0,5,0,4,34,12,4,6,No
32,Rarely,Sales,23,3,Marketing,2,Female,3,Sales Executive,1,Divorced,18929,9,No,15,4,3,2,10,4,4,8,11,1,9,No
